,DONNIE'S DABBLER,Cappuccino,The Indian Pantry - Garam Masala,Make it sundae,Fennel Sausage Pizza,Almond cone ,Takenaka - Nabeyaki Udon,Extra Dip,The Indian Pantry - Goan Vindaloo Sauce,Mushroom Pizza,Flaming Chocolate - Morning Glory,The Indian Pantry - Aai's Gravy,Clarity Kombucha - Ginger Lemon Jalapeno,SF Guardian IPA,TRIPLE SMASH BURGER,1. Nutella,Kula Kitchen - Pili Pili Sauce,Eska Water,Wood-Fired Cauliflower,DOUBLE SMASH BURGER,San pellegrino,Flaming Chocolate - Miss Saigon,Panna Pizza,SIRIUS SAUCE,Charred Radicchio Wedge,Clarity Kombucha - Flower Power,Meatball Pizza,Tality Kombucha,Not Too Sweet - Ginger Beer,RAPH'S RAZZLE-DAZZLE,Pastaggio - Bolognese,Flow Water,Flaming Chocolate - Choco Nuts,SF White Wine,Elbo Patties - Beef,SINGLE SMASH BURGER,Sriracha Revolver - Jalapeno Ginger,7. Banana Split,Meatballs,True Nosh - XOXO Sauce,CRAZY FRIES,Takenaka - Kakuni Curry Udon,Takenaka - Mentaiko Cream Udon,TWISTED FRIES,The Dumpling King - JWB,SF Talisman,Prague's OG,SIRIUS FRIES,SF Jongleur,Vegan Chimney cake box (Vegan whipped cream or ice cream),9. Strawberry Sundae Cup,Cinnamon chimney cake,2. Mango,True Nosh,True Nosh - Vegan Dumplings,Americano,Not Too Sweet - Fizzy Lemonade,Not Too Sweet - Lychee Lemonade,4. Mr. Berry,Caesar Salad,Sriracha Revolver - Cilantro Lime,3. Pistachio,Game Changer Foods,The Dumpling King - 3X,Takenaka,5. PB&Jam,LEO'S LIBERATOR,Extra topping,Affogato,SF Rose,Latte,Flaming Chocolate,Pastaggio - Crema Con Funghi,MIKEY'S MAGIC,Almond Chimney cake,Elbo Patties,Praguery Latte,Sriracha Revolver - Beets & Tequila,SF Beldame,Flaming Chocolate - Guadala Wanna 57% Mexican milk chocolate,The Indian Pantry,Lemonade,Garlic Rapini,Half & Half Lemonade,Prosciutto & Arugula Pizza,Yumasoy,Game Changer Foods - Super Seeds,Phillips Soda,Sriracha Revolver - Chili Garlic,4. Vegan Mr. Berry,SF Red Wine,Atypique,8. Panda's Matcha,Yumasoy - Teriyaki,The Dumpling King,Double Espresso,SIRIUS FRIES ($3 OFF PROMO),Clarity Kombucha - Aplicot Sage,Regular chimney box,Apple Juice,True Nosh - Granola,Pastaggio,Sriracha Revolver - Clean Mango,Not Too Sweet,The Indian Pantry - Goan Vindaloo Masala Spices,Yumasoy - Mediterranean Herbs,3. Vegan Pistachio,Kale Salad,6. Vegan Lemon (honey?),Cinnamon cone,2. Vegan Mango,Olives & Grapes,Loaded Meat Lovers,Pastaggio - Lasagna,Panna Verde pizza,Pepperoni Pizza,Margherita Pizza,Elbo Patties - Mushroom,DIRTY FRIES,The Dumpling King - Taiwanese,Nicelife Cocktails,Game Changer Foods - Vanilla Coconut,True Nosh - Black Bean Sauce,Kula Kitchen - BBQ Sauce,Clarity Kombucha - Orange Dreamsicle + Chaga,White Rock Pale Ale,Strawberry Lemonade,5. Vegan PB&Jam (Honey?),SENSEI'S SALTCHUCK,6. Lemon,Vansuya Hibisberry,Yumasoy - Original,Orange Juice,Extra sauce and topping,Sriracha Revolver,The Indian Pantry - Cutting Masala Chai,Game Changer Foods - Chocolate Brownie,Remedy Kombucha,Yumasoy - Thai Yellow Curry,The Indian Pantry - Makhani Sauce,Kula Kitchen,True Nosh - Blueberry Ginger Compote
Affogato,0.0,0.4170905142069526,0.0,0.5751254043851921,0.33541019662496857,0.24806946917841693,0.26311740579210874,0.0,0.0,0.3195993709027958,0.0,0.0,0.18352066281439178,0.40063850654300065,0.28639278888751335,0.3523544467466372,0.0,0.3971161435690244,0.21742292260184365,0.2998287058479803,0.0,0.0,0.2837233872964309,0.2816952728049369,0.322490309931942,0.2069042400447487,0.3692307692307693,0.0,0.33753145365938947,0.0,0.0,0.3917318370293086,0.0,0.3964538562818311,0.0,0.1496478370980957,0.0,0.47797650408941494,0.2148344622118299,0.0,0.4054661641918468,0.0,0.0,0.34450155105792873,0.0,0.3755406222964846,0.0,0.43567378557358527,0.3503944157014323,0.09302605094190636,0.0,0.5883484054145521,0.4582755302154628,0.0,0.17541160386140583,0.3783023939287672,0.06880209161537815,0.33380918415851213,0.5356545187058982,0.3383324762254793,0.0,0.0,0.0,0.0,0.0,0.4664440251718384,0.0,0.10127393670836668,1.0000000000000002,0.3940752556334082,0.4163331998932266,0.0,0.0,0.0,0.6511218372243911,0.0,0.2344036154692477,0.0,0.3835326168371668,0.0,0.16641005886756874,0.4735650448562293,0.0,0.4800549590334376,0.30684061781224475,0.17541160386140583,0.0,0.3801817598109639,0.0,0.1504142093990467,0.4290783139390931,0.12033136751923737,0.0,0.0,0.0,0.06629935441317959,0.4327382744460724,0.31378581622109447,0.4988151642114917,0.37986369602048853,0.0,0.26311740579210874,0.0,0.3527974675847671,0.0,0.0,0.0,0.30595391916112824,0.39107694443752145,0.2446942170858557,0.2631174057921088,0.22053397863370158,0.22562131409857009,0.0,0.0,0.39704029734679297,0.4097375210719161,0.0,0.41151813938905923,0.0,0.0,0.0,0.0,0.0,0.25064020591380154,0.36923076923076925,0.516416393454119,0.29834709485930816,0.0,0.4908051677569641,0.2700978592992082,0.0,0.3810820227396806,0.12403473458920847,0.14884168150705016,0.0,0.0,0.38659531893854654,0.0,0.0,0.0,0.0
SF Rose,0.0,0.26497342052441325,0.0,0.3408150442969237,0.7503790431508823,0.09928550884822428,0.4446345583408635,0.03309516961607476,0.0,0.7760122868861734,0.0,0.0,0.38085686587072043,0.7839266051805672,0.654667012092953,0.17473651697769152,0.0,0.7281879639686352,0.5845942806479081,0.7179704233939833,0.0,0.0,0.7277867030216835,0.6292169664684806,0.5229036799339811,0.5934705114529185,0.8743544734366245,0.0,0.6282286174605559,0.0,0.0,0.6610347523247819,0.0,0.7719265459058374,0.0,0.5170066948699442,0.0,0.16489314945894853,0.4872413797112858,0.15250839532184482,0.7029856747515727,0.0,0.0,0.6587637245727926,0.0,0.8456842811853217,0.0,0.7107032627769504,0.9148944586393158,0.1572020556763551,0.0,0.4290900736992258,0.12101729934858375,0.0,0.14041091316027268,0.37347548780111783,0.25701055912201476,0.6314661856576818,0.15809503161034066,0.7871934318778147,0.0,0.0,0.1654758480803738,0.0,0.0,0.08778693627540984,0.0,0.013511046418374105,0.3940752556334082,1.0,0.24353637744963777,0.0,0.0,0.0,0.33051737616239085,0.0,0.20014077348945097,0.05850454715011362,0.8105669581176528,0.0,0.35521463514445817,0.7513605372846022,0.34725529667403027,0.6948298201134311,0.7430248604843919,0.14041091316027268,0.0,0.7522426434813076,0.0,0.04013378824259074,0.7944734665295088,0.6020068236388612,0.0,0.0,0.0,0.06191539293026132,0.7094489070952233,0.7011959740938567,0.3556842559277883,0.8329979129747226,0.0,0.07020545658013636,0.0,0.7875321944085796,0.0,0.0,0.0,0.8163517165474173,0.08829433413369962,0.15234274634828818,0.03120242514672727,0.44973070964377443,0.6381272330571927,0.0,0.4212327394808181,0.8475120153158846,0.7422193064859124,0.0,0.6948340354990717,0.0,0.0,0.0,0.05850454715011362,0.0,0.4012576068210589,0.669106944460891,0.7294825338497123,0.0353802245315779,0.0,0.11487501075248101,0.7275435550805275,0.0,0.8096348554498551,0.01654758480803738,0.35080879793039244,0.0,0.0,0.735313266407083,0.0,0.0,0.0,0.0
Latte,0.0,0.4134491152973615,0.0,0.3549893545734365,0.2327373340628157,0.2581988897471611,0.18257418583505533,0.12909944487358055,0.0,0.24763912576978186,0.0,0.0,0.16979054399120352,0.2424405689382135,0.23135115535977435,0.21485902904082896,0.0,0.33418298519634554,0.3133397807202561,0.2600596760948638,0.0,0.0,0.3087317853984512,0.2596894231408512,0.2581988897471611,0.26919095102908275,0.2562050460881394,0.0,0.23992167101619052,0.0,0.0,0.4077274230261599,0.0,0.2899648288845558,0.0,0.14968989781932257,0.0,0.2311586975096188,0.29814239699997197,0.0,0.25880443559457084,0.0,0.0,0.33864810597807815,0.0,0.3013976462083643,0.0,0.2752171244666442,0.23445133121843795,0.2904737509655562,0.0,0.46948553403344245,0.2606224703647046,0.0,0.0,0.45281205780094064,0.0,0.2271720556255607,0.29277948913615526,0.2582415778337134,0.0,0.0,0.0,0.0,0.0,0.15605046447659052,0.0,0.4743416490252569,0.4163331998932266,0.24353637744963777,1.0000000000000004,0.0,0.0,0.0,0.4793552135577825,0.0,0.3903600291794132,0.0,0.24584471836517194,0.0,0.11547005383792514,0.3638874757228701,0.09960238411119947,0.3991673584122542,0.210904611768138,0.0,0.0,0.2753054648709473,0.0,0.06262242910851494,0.28419928002940253,0.2191785018798023,0.0,0.0,0.0,0.5865557254410011,0.249581905676723,0.2449489742783178,0.4654746681256314,0.26707428054507854,0.0,0.273861278752583,0.0,0.27868103527840166,0.0,0.0,0.0,0.3715214247039927,0.15655607277128736,0.5305954499725111,0.1217161238900369,0.24593468841898236,0.2818009309883172,0.0,0.18257418583505533,0.30887439864352473,0.29735406715776086,0.0,0.25394564790408175,0.0,0.0,0.0,0.0,0.0,0.18633899812498247,0.22417941532712196,0.36755735164446274,0.10350983390135313,0.0,0.20613092887618156,0.18741784341058304,0.0,0.35202043607433164,0.32274861218395134,0.12909944487358055,0.0,0.0,0.251026782142777,0.0,0.0,0.0,0.0
Flaming Chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pastaggio - Crema Con Funghi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIKEY'S MAGIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Almond Chimney cake,0.0,0.4100461840523648,0.0,0.4763267283240546,0.3195993709027958,0.25607375986579195,0.09053574604251853,0.25607375986579195,0.0,0.3409087244384925,0.0,0.0,0.2525896007844687,0.3077697784014062,0.322108285995584,0.4078113434599036,0.0,0.3663200886707369,0.25896734052294335,0.2564863462233057,0.0,0.0,0.3727539441507348,0.3198629991458932,0.28168113585237115,0.24027781497213452,0.29115204103529696,0.0,0.23794697347677118,0.0,0.0,0.3606557377049181,0.0,0.34288175544033955,0.0,0.3306196693743422,0.0,0.43857693370257894,0.1478442541909146,0.031053504702226842,0.319277814812497,0.0,0.0,0.2963477923850999,0.0,0.35963447346755845,0.0,0.3040828974786986,0.31519602504148814,0.12803687993289598,0.0,0.516232410489059,0.33406983809491136,0.0,0.0,0.39050882279227994,0.0710220824228435,0.32690921231917175,0.5066025258531073,0.3399359100381601,0.0,0.0,0.0,0.0,0.0,0.3654199032541502,0.0,0.2613541867446584,0.6511218372243911,0.33051737616239085,0.4793552135577825,0.0,0.0,0.0,1.0,0.0,0.33875374294707905,0.0,0.3524545100280476,0.0,0.05725983343138682,0.4002625533594157,0.2568347534004199,0.47616573155482556,0.316741237617645,0.0,0.0,0.329103656153879,0.0,0.1552675235111342,0.29528206350464736,0.18632102821336105,0.0,0.0,0.0,0.27375436433166195,0.28321773895595204,0.24293289905367482,0.40837697393135014,0.3090221177604623,0.0,0.27160723812755555,0.0,0.31540671228796113,0.0,0.0,0.0,0.2807341586290034,0.2173745329155879,0.35783526777799723,0.24142865611338277,0.3089533002315327,0.2329012852667013,0.0,0.18107149208503706,0.4140766009735434,0.3705735091423037,0.0,0.2988685560054792,0.0,0.0,0.0,0.045267873021259265,0.0,0.2956885083818292,0.3017393879820349,0.4703640474988149,0.20531577324874647,0.0,0.45775517314216774,0.23898250734194243,0.0,0.33437141901376843,0.3841106397986879,0.10242950394631678,0.0,0.0,0.3038784806686682,0.0,0.0,0.0,0.0
Elbo Patties,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Praguery Latte,0.0,0.3026137663344012,0.0,0.2241632651332861,0.15724272550828775,0.0,0.26726124191242434,0.0,0.0,0.24888510182613788,0.0,0.0,0.06213697660012,0.28391732269498365,0.16933170704424844,0.13556957464305774,0.0,0.33471154698998984,0.10192943828752511,0.264366934241614,0.0,0.0,0.2554426848648543,0.19620458863518905,0.3779644730092272,0.15762208124782012,0.28128433856309726,0.0,0.301036598031387,0.0,0.0,0.29036035109749636,0.0,0.2612092593793357,0.0,0.04856252165078068,0.0,0.08827348295047495,0.1091089451179962,0.0,0.31680911612338836,0.0,0.0,0.46656947481584343,0.0,0.29643190667845626,0.0,0.37908146111542307,0.24405447598821794,0.0944911182523068,0.0,0.2390457218668787,0.08638012794598035,0.0,0.0,0.28819520885211747,0.0,0.22169722565685293,0.10942603077669251,0.23368939467199137,0.0,0.0,0.0,0.0,0.0,0.02538160994439286,0.0,0.46291004988627577,0.2344036154692477,0.20014077348945097,0.3903600291794132,0.0,0.0,0.0,0.33875374294707905,0.0,0.9999999999999998,0.0,0.22091632384705157,0.0,0.1690308509457033,0.4067713143361711,0.0,0.4167885349060028,0.22934432041081737,0.0,0.0,0.2901642731107423,0.0,0.0,0.19810721293758182,0.09166984970282112,0.0,0.0,0.0,0.40406101782088427,0.3398609301719273,0.23904572186687872,0.36689969285267143,0.22230872018035164,0.0,0.0,0.0,0.21597208093394862,0.0,0.0,0.0,0.20718159169746822,0.0,0.24854790640048,0.0,0.24000768036865966,0.09166984970282112,0.0,0.0,0.2868787286014118,0.2290956756558962,0.0,0.33208627226150494,0.0,0.0,0.0,0.0,0.0,0.3273268353539886,0.28128433856309726,0.21984792514094892,0.0,0.0,0.09183536867546747,0.23515854050088614,0.0,0.24676584833042325,0.1889822365046136,0.15118578920369088,0.0,0.0,0.25938747000547585,0.0,0.0,0.0,0.0
Sriracha Revolver - Beets & Tequila,0.0,0.0,0.801783725737273,0.03812464258315116,0.024514516892273002,0.0,0.0,0.0,0.0,0.1012220412723645,0.0,0.0,0.1743714581157289,0.061968745282194704,0.1340267991778593,0.025362745019249906,0.0,0.1083786864432948,0.09534625892455922,0.12067880006351774,0.0,0.0,0.05514109665703557,0.08029550685469661,0.0,0.0,0.10232343558582006,0.0,0.04693232544639321,0.0,0.0,0.13580361906377778,0.0,0.06108472217815261,0.0,0.14292595733717486,0.7826237921249264,0.0,0.10206207261596575,0.08574929257125441,0.12841737670020992,0.0,0.0,0.05455447255899809,0.0,0.03224263468892236,0.0,0.08903332364929839,0.05707301455353496,0.0,0.0,0.0,0.020200302737472222,0.0,0.0,0.0,0.19611613513818402,0.09759000729485331,0.017059779848373507,0.10286889997472792,0.801783725737273,0.0,0.0,0.0,0.0,0.035613483126244676,0.0,0.0,0.0,0.05850454715011362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9999999999999999,0.07332681568382186,0.0,0.15811388300841894,0.04529758610159759,0.0,0.030578037261837925,0.06600983619844494,0.0,0.0,0.0,0.0,0.0,0.07412493166611012,0.17149858514250882,0.0,0.0,0.0,0.0,0.11126877648719477,0.11180339887498948,0.024514516892273002,0.07887787685411907,0.0,0.0,0.0,0.10774580426179312,0.801783725737273,0.0,0.0,0.04845015831115092,0.0,0.0,0.0,0.0,0.12862393885688161,0.0,0.0,0.14000894530171165,0.15000956724177392,0.0,0.14372815172857442,0.0,0.0,0.0,0.12499999999999997,0.801783725737273,0.10206207261596575,0.08770580193070292,0.03247087946331142,0.0,0.0,0.024544034683690794,0.1833088937766916,0.0,0.10862508931871369,0.0,0.4949747468305832,0.801783725737273,0.0,0.05054890849909337,0.0,0.0,0.0,0.0
SF Beldame,0.0,0.33512421461155356,0.0,0.34868240487973273,0.7530190268806408,0.1508360396010081,0.4932894873275289,0.0,0.0,0.7654405213287109,0.0,0.0,0.3719593823933475,0.8488373436582264,0.7927183635047371,0.18097246273112508,0.0,0.8226415304253821,0.5415186178423864,0.8131050055411336,0.0,0.0,0.7214264918652731,0.7976840764790554,0.5316970395935536,0.5228809949175616,0.8387827148715273,0.0,0.7908958261295843,0.0,0.0,0.7741124170022416,0.0,0.7557544538960933,0.0,0.6680216042964033,0.0,0.17980809940542608,0.48441158112346117,0.06859333714244172,0.7784693839247346,0.0,0.0,0.6720513666823775,0.0,0.8652294288268301,0.0,0.7653320128648412,0.8628672841438579,0.16969054455113414,0.0,0.3771166122180339,0.15009735272625352,0.0,0.05332859322459772,0.3565353461036811,0.28761143387802246,0.8066723592809775,0.16375933080631805,0.7248184230475376,0.0,0.0,0.07541801980050405,0.0,0.0,0.14434048857624387,0.0,0.015394638826862778,0.3835326168371668,0.8105669581176528,0.24584471836517194,0.0,0.0,0.0,0.3524545100280476,0.0,0.22091632384705157,0.07332681568382186,0.9999999999999998,0.0,0.42159954750588047,0.8073124167602626,0.25601956825995337,0.8149341844438878,0.7295638755398463,0.05332859322459772,0.0,0.8549693679974032,0.0,0.01829155657131779,0.8024546007104872,0.5716111428536808,0.0,0.0,0.0,0.11589880339813653,0.7661392936730606,0.7214404755475432,0.41834390382257813,0.8638510896838476,0.0,0.039996444918448296,0.0,0.8606927558686577,0.0,0.0,0.0,0.651112253629168,0.07316622628527115,0.2541722446354541,0.01777619774153258,0.32326081063088274,0.6653553702816845,0.0,0.22664652120454032,0.8334458402471678,0.8176937601897555,0.0,0.787992960685825,0.0,0.0,0.0,0.033330370765373575,0.0,0.5007400613860498,0.818514731054929,0.8017429873378162,0.04535170567753169,0.0,0.14397887259106612,0.7351255283862472,0.0,0.856613731034682,0.018854504950126014,0.36577739603244463,0.0,0.0,0.844833062991229,0.0,0.0,0.0,0.0
Flaming Chocolate - Guadala Wanna 57% Mexican milk chocolate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Indian Pantry,0.0,0.07161148740394328,0.0,0.19289712886816482,0.279078152825719,0.0,0.3162277660168379,0.0,0.0,0.3841106397986879,0.0,0.0,0.2940858488375231,0.4255183083264492,0.4777719469099842,0.08982852701191132,0.0,0.5178932873445707,0.36181361349331637,0.598079670594967,0.0,0.0,0.3952419717289856,0.3337190750506054,0.17888543819998318,0.18650096164806276,0.4622501635210243,0.0,0.5342869594759723,0.0,0.0,0.47716527859489016,0.0,0.38633370464312794,0.3162277660168379,0.32513923215926277,0.0,0.06963106238227913,0.25819888974716115,0.10846522890932808,0.48730968181980144,0.0,0.0,0.41403933560541256,0.0,0.3344293358921375,0.0,0.5281453833461182,0.45120179730277093,0.0,0.0,0.1414213562373095,0.09368915024384164,0.0,0.0,0.20459830184114206,0.2480694691784169,0.47834038488248487,0.07552686498266314,0.35783002674779546,0.0,0.0,0.0,0.0,0.0,0.07507981472727139,0.0,0.0,0.16641005886756874,0.35521463514445817,0.11547005383792514,0.0,0.0,0.0,0.05725983343138682,0.0,0.1690308509457033,0.15811388300841894,0.42159954750588047,0.0,0.9999999999999999,0.38962244128108925,0.0,0.47381159621204116,0.2922380025064031,0.0,0.0,0.45268300475145185,0.0,0.0,0.37504578475079636,0.32539568672798425,0.0,0.0,0.0,0.0,0.5308101158066704,0.4242640687119285,0.2170607855311148,0.4263049508833739,0.0,0.0,0.0,0.5451554396703094,0.0,0.0,0.0,0.24514056521435823,0.0,0.0,0.0,0.05679618342470648,0.32539568672798425,0.0,0.0,0.43536804061881695,0.44726493739732015,0.0,0.5630038585995093,0.0,0.0,0.4472135954999579,0.15811388300841894,0.0,0.25819888974716115,0.5547001962252291,0.3696549722382597,0.0,0.0,0.06209204205650662,0.5101127853361851,0.0,0.4122032319436358,0.0,0.35777087639996635,0.0,0.0,0.4220031660044073,0.0,0.0,0.0,0.0
Lemonade,0.0,0.38159325835099633,0.0,0.43795560540874173,0.6680457813035499,0.03843627636458541,0.452975861015976,0.0,0.0,0.6859330738351939,0.0,0.0,0.35385755496709415,0.7994434469680274,0.7426599403705304,0.2555089384851921,0.0,0.8465802834348268,0.518274644772053,0.8148428256108304,0.0,0.0,0.6913795731610165,0.7690064428966602,0.6201052586819781,0.4488129881030498,0.7532544673216532,0.0,0.7602293685013759,0.0,0.0,0.76224863303692,0.0,0.7039223736236301,0.0,0.5920531216211855,0.0,0.21843498414151075,0.3846473714328308,0.11186599574584745,0.7791196527974443,0.0,0.0,0.6998398519686678,0.0,0.8585482681633713,0.0,0.7640995093630804,0.7631716422490258,0.05765441454687811,0.0,0.4922620212555347,0.1468920057126532,0.0,0.05435710332191712,0.4220263580045874,0.2345267104576293,0.7638782557986703,0.16444478494711656,0.7297110329022409,0.0,0.0,0.051248368486113874,0.0,0.0,0.12131300233532241,0.0,0.010461029411759052,0.4735650448562293,0.7513605372846022,0.3638874757228701,0.0,0.0,0.0,0.4002625533594157,0.0,0.4067713143361711,0.04529758610159759,0.8073124167602626,0.0,0.38962244128108925,0.9999999999999999,0.1976948734374768,0.851012367781456,0.6697793174803168,0.05435710332191712,0.0,0.8638084201014556,0.0,0.043503442790051784,0.6983975386794977,0.41017531773477395,0.0,0.0,0.0,0.12327032346825913,0.733854136775487,0.6725555187524178,0.509917923494997,0.8195760565346806,0.0,0.07247613776255615,0.0,0.8463003482330148,0.0,0.0,0.0,0.607486100269157,0.06836255295579566,0.26960575616540505,0.024158712587518723,0.43281852886822003,0.6401220867679048,0.0,0.1811903444063904,0.7530147853863673,0.7156180790941868,0.0,0.784288849439938,0.0,0.0,0.0,0.01811903444063904,0.0,0.554779862643506,0.7786807784548735,0.8801581110371137,0.034241756518960866,0.0,0.17254911338146073,0.6881899690722941,0.0,0.8276204193502132,0.07687255272917082,0.4048621110402996,0.0,0.0,0.731985213294202,0.0,0.0,0.0,0.0
